"cv_0","pa","lon","lat","layer.1","layer.2","layer.3","layer.4","layer.5"
5,1,-40.615,-19.921,16.9074745912887,-9.09018274647328,6.98811252687775,15.229565124037,-2.78708549388619
3,1,-40.729,-20.016,16.3138222356618,-9.00036990006923,7.30010473536622,14.9168842628321,-2.72799536192581
4,1,-41.174,-20.303,15.2168344019175,-9.04268908972001,8.19379795010843,14.4035305679921,-2.57436944770807
5,1,-41.74,-20.493,12.9993429446397,-7.81259349903195,9.07630377347039,12.5715826365339,-2.01366886479941
2,1,-42.482,-20.701,14.4284547621031,-9.30989858545591,9.24521913761991,14.2060591933109,-2.49118231757918
4,1,-40.855,-17.082,18.5659938160311,-11.2970444786067,6.50616761651664,17.1312812363916,-3.33377976614139
4,1,-41.04,-18.73,18.2015268663994,-10.8050352851801,7.37461818279734,16.4350544287273,-2.88689815490418
4,1,-41.48,-18.879,18.5518807333613,-11.39774292724,7.67862851458913,16.8935821243751,-3.1121249277681
5,1,-42.526,-19.499,17.6097349695537,-11.1254601235587,8.34947359172225,16.2174253267572,-2.97626013414547
1,1,-42.916,-20.263,16.7526279518694,-11.1472983387267,8.28349581107965,15.9883011891873,-3.11901126555431
4,1,-43.02,-20.502,15.9746512912632,-10.4989720318332,8.41501397158702,15.278985853166,-2.96039805578582
1,1,-41.778,-17.614,17.1427821469444,-11.0860385312773,7.68555964392299,15.8189032559818,-2.83848896220366
2,1,-43.117,-19.847,16.0890820130462,-10.2552257276187,8.92571063031776,14.8625201081545,-2.66258498304972
2,1,-42.873,-20.778,15.856315308857,-10.1815920860558,8.52003424367892,15.1107983423946,-2.93310146094723
1,1,-41.201,-15.178,16.7779783734426,-10.8066702740532,6.2763325656168,14.4741731670522,-2.23780925062119
4,1,-43.548,-20.291,14.595187932786,-8.6660959175566,9.81153127224188,12.8024140293017,-1.77038410005079
1,1,-43.423,-19.406,15.9283129699727,-9.55947812387627,9.78832293025207,13.814660110745,-2.21638623045396
1,1,-41.352,-12.478,17.3695603392033,-10.3742580068706,6.32603415885293,15.8060072125678,-2.24167213974304
5,1,-48.198,-25.378,NA,NA,NA,NA,NA
4,1,-48.548,-25.764,16.8044269726818,-6.51453076322889,8.4870759313901,16.2348597740451,-3.06653890503112
2,1,-47.896,-24.615,17.3471758264244,-8.71502664646074,8.079016955897,17.5547128629968,-3.5723383430497
3,1,-48.494,-25.275,17.5965209944353,-7.15405355484744,9.04223666927297,17.2200752473093,-3.37341557688968
3,1,-48.874,-25.51,14.2067009125019,-6.16458436926083,8.18958483344486,15.1095878354944,-3.20013092135688
4,1,-48.623,-25.936,17.2856607496584,-6.82672673814788,8.1769935590798,16.6112216217116,-3.17732509783825
4,1,-48.69,-26.01,17.0494761408381,-7.06904008311315,7.87712577811458,16.7007434123527,-3.32832268132512
3,1,-48.962,-26.28,16.5908085427344,-7.33471960472377,7.59655161798725,16.8439175030884,-3.59276390085182
1,1,-48.784,-26.641,16.495833714148,-7.36080310099499,7.52508307303855,16.8805518324766,-3.60251926565245
3,1,-48.87,-27.001,15.3625171620845,-7.03482917373801,7.49031607719397,16.788278237108,-3.90953371549276
2,1,-48.688,-27.45,15.2136392578227,-6.68280370275843,7.14278343830986,15.9808155896911,-3.56486939856863
1,1,-49.232,-28.619,14.9372377104069,-7.75493755760866,7.3413064292026,17.012955919829,-4.04419732078166
4,1,-49.499,-28.711,14.8344552044272,-7.87717695974108,7.0855150885036,17.153967388895,-4.16228364817711
1,1,-49.68,-28.8,14.233196041581,-7.00707371916722,7.05203963062709,16.4365642747929,-3.98732610972604
1,1,-49.726,-28.956,14.6967315367962,-7.29335279851663,6.54620455807984,16.7454559614198,-4.12008693622741
5,1,-49.86,-29.07,13.9819278318036,-5.84300430132314,6.44351895088244,15.7180798243604,-3.79862415398727
5,1,-49.857,-29.369,14.3451698978149,-5.74397241143915,5.46674402225506,15.4996171518291,-4.29492226334625
3,1,-44.781,-23.283,17.1010879502563,-7.67649014979766,9.27289935547445,16.3225298175991,-2.61629614610999
4,1,-47.921,-24.182,17.1128624512622,-8.56995975634277,8.47164292177803,17.2315267352892,-3.43336556669449
1,1,-47.249,-24.521,NA,NA,NA,NA,NA
1,1,-48.616,-24.571,16.257362120614,-8.75286673107676,7.6535736988948,17.5123849237082,-3.94422739475627
5,1,-48.257,-25.22,17.7816213784615,-6.81413757526542,9.35756973180734,17.0763753349675,-3.24237700295222
5,1,-48.716,-25.603,15.9920806535908,-6.65159319300254,8.64471448677311,16.1692422768075,-3.46515875259389
4,1,-49.23,-26.37,15.1593770003968,-7.25106616154881,7.36334229027283,16.6147699839012,-3.82811351416443
5,1,-49.05,-26.73,15.6751215603158,-7.2030898929306,7.29045941758297,16.8604776184971,-3.89170318584903
5,1,-48.871,-26.82,15.5376640550645,-7.05566152506704,7.45631337279631,16.5511820936672,-3.69616711804347
5,1,-49.77,-26.91,14.3072725095092,-7.17831938278182,7.43389914181811,16.6785630113508,-4.10969990449391
2,1,-49.14,-27,14.502015089053,-6.49859154011008,7.44396934930153,16.0296934098661,-3.70945727039095
3,1,-48.78,-27.09,15.182071938865,-6.9148359320561,7.52052173868373,16.4109367694181,-3.70027277536667
2,1,-49.41,-27.09,15.0855383262977,-7.13587234194165,7.27176698036004,16.8702979352266,-4.07755906332845
3,1,-50.038,-27.092,13.6756156620958,-6.9314616232136,7.54719860310819,16.4803707046336,-4.16129198250838
2,1,-48.78,-27.18,15.583143174615,-7.0480950788569,7.28026498599106,16.6292881980253,-3.75361509645954
4,1,-49.77,-27.27,14.5115950345325,-7.19943738930758,7.35186334098382,16.7832641062284,-4.15126812637166
5,1,-49.05,-27.358,13.9217546512509,-6.0464220283874,7.45382298263018,15.3086408348296,-3.52002155214489
2,1,-48.78,-27.36,15.2136392578227,-6.68280370275843,7.14278343830986,15.9808155896911,-3.56486939856863
2,1,-48.78,-27.54,15.3697910268879,-6.76462656864202,6.95745268132648,15.8492685265746,-3.55420265208492
2,1,-48.87,-27.63,14.0305911825744,-6.00017673251258,7.40494516054058,15.0952772647113,-3.42766609780262
2,1,-48.693,-27.718,14.4175454100249,-6.06807087271038,7.05273101452346,15.0023076385387,-3.36610702321724
1,1,-48.78,-27.99,14.5119862945775,-6.18842763112025,6.87021409778877,15.1603196328298,-3.45328782415325
2,1,-48.96,-27.994,13.4300115532565,-5.53680511778381,7.28287562596096,14.5094052097678,-3.24248295934015
3,1,-48.959,-28.263,15.0672948917532,-6.79687977972258,6.49928495250723,16.1735542392945,-3.79268599544312
3,1,-49.232,-28.353,14.7980360830744,-7.59046898542962,7.56884632420108,16.8398096861895,-3.96249167966615
4,1,-49.497,-28.529,14.659551295566,-7.78118863947152,7.59444684010858,16.9944080473563,-4.0569771902441
1,1,-49.59,-28.62,13.699240019736,-6.55999549296686,7.38954567935566,15.8515810493755,-3.74265389707648
4,1,-49.86,-28.8,12.7910750467794,-5.14106044668364,7.1268598655798,14.732228516229,-3.44411516559224
5,1,-49.983,-29.365,14.3451698978149,-5.74397241143915,5.46674402225506,15.4996171518291,-4.29492226334625
